GO.ID	Significant	test
GO:0000902	69	0.01840
GO:0007155	27	0.01844
GO:1903530	12	0.01845
GO:0048865	7	0.01862
GO:0045595	50	0.01892
GO:0002697	9	0.01903
GO:0048667	56	0.01911
GO:0050773	8	0.01920
GO:0022610	27	0.01964
GO:0043269	11	0.01974
GO:0032989	82	0.01981
GO:0048813	19	0.02006
GO:2000112	128	0.02044
GO:0043406	6	0.02067
GO:0048814	6	0.02067
GO:0000122	20	0.02107
GO:0045664	22	0.02117
GO:0098657	29	0.02144
GO:0009072	5	0.02186
GO:0016575	5	0.02186
GO:0072666	5	0.02186
GO:0009743	7	0.02217
GO:0010638	18	0.02226
GO:0002065	37	0.02288
GO:0010721	12	0.02300
GO:0010557	58	0.02313
GO:0051130	35	0.02364
GO:0048812	57	0.02409
GO:0048477	65	0.02413
GO:0032990	58	0.02443
GO:0055002	11	0.02488
GO:0006814	11	0.02488
GO:0030239	9	0.02501
GO:1904397	9	0.02501
GO:0008587	9	0.02501
GO:0001763	9	0.02501
GO:0042706	9	0.02501
GO:0045886	9	0.02501
GO:0045610	6	0.02511
GO:0001703	6	0.02511
GO:0010004	6	0.02511
GO:0097305	15	0.02562
GO:0036314	8	0.02594
GO:0035075	8	0.02594
GO:0045596	20	0.02693
GO:0016241	5	0.02744
GO:0006476	5	0.02744
GO:0072665	5	0.02744
GO:0050807	28	0.02748
GO:0055001	11	0.02778
GO:0051239	82	0.02793
GO:0019219	128	0.02822
GO:0046486	14	0.02831
GO:0051964	9	0.02846
GO:1905809	9	0.02846
GO:0033674	13	0.02846
GO:0048522	140	0.02860
GO:0097659	124	0.02924
GO:1901606	8	0.02985
GO:0007015	25	0.02991
GO:0001751	20	0.03021
GO:0002684	9	0.03222
GO:0071495	24	0.03265
GO:0010604	91	0.03308
GO:0045475	10	0.03362
GO:0051345	19	0.03370
GO:0009725	19	0.03370
GO:0006904	5	0.03384
GO:0002225	5	0.03384
GO:0002922	5	0.03384
GO:0002760	5	0.03384
GO:0002702	5	0.03384
GO:1901654	8	0.03416
GO:0007254	11	0.03430
GO:0006355	109	0.03459
GO:0009790	61	0.03533
GO:0031338	6	0.03578
GO:0046552	9	0.03632
GO:0048869	174	0.03645
GO:0051173	88	0.03750
GO:0022416	11	0.03794
GO:0008219	40	0.03856
GO:0030162	19	0.03864
GO:0009893	99	0.03988
GO:0046907	59	0.04094
GO:0010628	58	0.04105
GO:0007292	67	0.04107
GO:0007632	5	0.04110
GO:0007406	5	0.04110
GO:0014017	5	0.04110
GO:0048278	5	0.04110
GO:0002833	5	0.04110
GO:0002699	5	0.04110
GO:2000178	5	0.04110
GO:0016054	12	0.04152
GO:0046395	12	0.04152
GO:0042060	10	0.04165
GO:0016236	11	0.04184
GO:0048545	6	0.04205
GO:0043401	6	0.04205
GO:0071383	6	0.04205
GO:0010038	6	0.04205
GO:0006638	6	0.04205
GO:0006639	6	0.04205
GO:0010508	6	0.04205
GO:0002164	18	0.04316
GO:1901605	14	0.04331
GO:0009880	23	0.04342
GO:0097435	33	0.04346
GO:0060446	8	0.04398
GO:0007548	17	0.04418
GO:0048468	146	0.04477
GO:0045927	15	0.04532
GO:0010769	12	0.04540
GO:0031098	12	0.04540
GO:0046528	4	0.04541
GO:0046529	4	0.04541
GO:0098693	4	0.04541
GO:0048056	4	0.04541
GO:0051403	11	0.04600
GO:0007616	10	0.04612
GO:0007274	10	0.04612
GO:0007423	52	0.04674
GO:0009755	7	0.04689
GO:0001754	20	0.04765
GO:0031032	13	0.04830
GO:0035601	5	0.04923
GO:0000045	5	0.04923
GO:0099174	5	0.04923
GO:0051058	5	0.04923
GO:0006641	5	0.04923
