GO.ID	Significant	test
GO:0008543	3	0.00014
GO:2000045	3	0.00024
GO:0007525	4	0.00109
GO:1901991	3	0.00128
GO:0007517	4	0.00199
GO:0030239	3	0.00283
GO:0044773	2	0.00429
GO:0006644	4	0.00436
GO:0016477	6	0.00489
GO:0042326	3	0.00600
GO:0006643	3	0.00600
GO:0007338	2	0.00807
GO:0045862	3	0.00919
GO:0034285	2	0.00957
GO:0051402	2	0.01118
GO:0016042	3	0.01151
GO:1903509	2	0.01202
GO:0006664	2	0.01202
GO:0033673	2	0.01202
GO:0032787	4	0.01365
GO:0010212	2	0.01380
GO:0010952	2	0.01380
GO:0042063	3	0.01507
GO:0072330	3	0.01555
GO:0060537	2	0.01568
GO:0008347	2	0.01666
GO:0051348	2	0.01666
GO:0021782	2	0.01666
GO:0008354	2	0.01766
GO:0045214	2	0.01766
GO:0008037	3	0.01919
GO:0006631	3	0.01919
GO:0019915	2	0.02193
GO:0006665	2	0.02193
GO:0008610	4	0.02448
GO:0010001	2	0.02539
GO:0006874	2	0.02539
GO:1901136	2	0.02659
GO:0070997	2	0.02781
GO:0055074	2	0.02905
GO:0044242	2	0.03032
GO:0008340	3	0.03198
GO:0051146	5	0.03535
GO:0072503	2	0.03559
GO:0010876	3	0.03573
GO:0010259	3	0.03650
GO:0031667	3	0.03808
GO:0006633	2	0.03835
GO:0055085	7	0.03899
GO:0009991	3	0.03970
GO:0007498	2	0.03976
GO:0007568	3	0.04218
GO:0007276	8	0.04252
GO:0072507	2	0.04264
GO:1905039	2	0.04264
GO:1903825	2	0.04264
GO:0044255	8	0.04340
GO:0008360	2	0.04559
GO:0001933	2	0.04710
GO:0007369	2	0.04710
GO:0001894	2	0.04710
GO:0071805	2	0.04710
GO:0016053	3	0.04738
GO:0015711	3	0.04738
GO:0046394	3	0.04738
GO:0071804	2	0.04862
