GO.ID	test
GO:0048468	0.00026
GO:1901800	0.00094
GO:0055090	0.00124
GO:0032365	0.00124
GO:0007034	0.00139
GO:0009306	0.00163
GO:0046883	0.00167
GO:0044403	0.00167
GO:0016192	0.00328
GO:0055088	0.00406
GO:0046328	0.00432
GO:0043161	0.00464
GO:0061061	0.00579
GO:0008654	0.00579
GO:2000060	0.00624
GO:0032880	0.00633
GO:0097502	0.00736
GO:0016567	0.00779
GO:0051704	0.00790
GO:1901264	0.00860
GO:0019915	0.00995
GO:0019359	0.00995
GO:0001934	0.01047
GO:0046434	0.01047
GO:0051146	0.01142
GO:0006643	0.01145
GO:0016197	0.01252
GO:0006950	0.01331
GO:0051050	0.01363
GO:0007281	0.01491
GO:0042692	0.01654
GO:0021700	0.01734
GO:0048477	0.01807
GO:0055076	0.02056
GO:0030301	0.02061
GO:0008595	0.02061
GO:0032102	0.02061
GO:0032509	0.02061
GO:0008358	0.02061
GO:0035336	0.02061
GO:0007292	0.02183
GO:0042327	0.02319
GO:0051240	0.02365
GO:0015918	0.02482
GO:0007351	0.02482
GO:0070050	0.02482
GO:0072002	0.02482
GO:0071985	0.02482
GO:0046467	0.02482
GO:0048469	0.02506
GO:0006754	0.02506
GO:0003006	0.02543
GO:0006952	0.02628
GO:0071705	0.02660
GO:0055114	0.02842
GO:0005975	0.02917
GO:0061326	0.02935
GO:0005977	0.02935
GO:0061448	0.02935
GO:0030239	0.02935
GO:0050708	0.02935
GO:0009145	0.03006
GO:0009206	0.03006
GO:0007350	0.03006
GO:0048666	0.03057
GO:0006091	0.03216
GO:0032101	0.03274
GO:0022412	0.03281
GO:0031401	0.03398
GO:0009948	0.03417
GO:0006112	0.03417
GO:0000578	0.03417
GO:0071345	0.03417
GO:0044042	0.03417
GO:0030537	0.03417
GO:0007309	0.03417
GO:0035337	0.03417
GO:0006073	0.03417
GO:0031175	0.03763
GO:0007275	0.03796
GO:0072657	0.03813
GO:0030182	0.03857
GO:0043270	0.03928
GO:0007622	0.03928
GO:0002791	0.03928
GO:0015696	0.03928
GO:0048512	0.03928
GO:0045937	0.04031
GO:0010562	0.04031
GO:0032501	0.04127
GO:0009201	0.04150
GO:0009880	0.04150
GO:0051179	0.04218
GO:0034097	0.04466
GO:0032436	0.04466
GO:0030431	0.04466
GO:0030198	0.04466
GO:0042866	0.04466
GO:0006757	0.04466
GO:0007308	0.04466
GO:0006096	0.04466
GO:0006493	0.04466
GO:0055001	0.04466
GO:0055002	0.04466
GO:0007411	0.04727
GO:0009142	0.04793
GO:0048511	0.04793
GO:0022414	0.04850
GO:0097485	0.04972
GO:0019953	0.04981
GO:0044703	0.04981
