GO.ID	test
GO:0006355	0.00033
GO:1901606	0.00093
GO:0007424	0.00099
GO:0008582	0.00128
GO:0007015	0.00142
GO:0030097	0.00228
GO:0009855	0.00229
GO:0051146	0.00258
GO:0031325	0.00265
GO:0033500	0.00267
GO:0060562	0.00321
GO:0040013	0.00362
GO:0007560	0.00392
GO:0071310	0.00524
GO:0051241	0.00543
GO:0031324	0.00581
GO:0023061	0.00584
GO:0048477	0.00607
GO:0006464	0.00616
GO:1902531	0.00640
GO:0050767	0.00699
GO:0009725	0.00699
GO:0007548	0.00705
GO:0048608	0.00705
GO:0051336	0.00715
GO:0007431	0.00759
GO:0022604	0.00768
GO:0046486	0.00777
GO:0007391	0.00778
GO:0007166	0.00832
GO:0051962	0.00850
GO:0031329	0.00909
GO:0001708	0.00927
GO:0033993	0.00955
GO:0006164	0.00992
GO:0120039	0.01035
GO:0044093	0.01035
GO:0048858	0.01035
GO:0030182	0.01039
GO:0007167	0.01058
GO:0002065	0.01060
GO:0002066	0.01060
GO:0061919	0.01060
GO:0006914	0.01060
GO:0097659	0.01068
GO:0048663	0.01076
GO:0001700	0.01086
GO:0007423	0.01108
GO:1903530	0.01112
GO:0051046	0.01112
GO:0051965	0.01113
GO:0046854	0.01113
GO:0046834	0.01113
GO:1904398	0.01113
GO:0051961	0.01184
GO:0019751	0.01184
GO:0009952	0.01184
GO:0048880	0.01251
GO:0032990	0.01263
GO:0051174	0.01263
GO:0019220	0.01263
GO:0065009	0.01269
GO:0048667	0.01360
GO:0002009	0.01363
GO:0051172	0.01389
GO:0000904	0.01391
GO:0043085	0.01398
GO:0048666	0.01407
GO:0009152	0.01479
GO:0006468	0.01496
GO:0007517	0.01512
GO:0051130	0.01528
GO:0031175	0.01542
GO:0061564	0.01559
GO:0032774	0.01569
GO:0031123	0.01590
GO:0016575	0.01618
GO:0042706	0.01618
GO:0001752	0.01618
GO:0034620	0.01618
GO:0007476	0.01646
GO:0030707	0.01646
GO:0009168	0.01646
GO:0009127	0.01646
GO:0035120	0.01646
GO:0006351	0.01660
GO:0016569	0.01786
GO:0016570	0.01786
GO:0048646	0.01835
GO:0051253	0.01835
GO:0045934	0.01837
GO:0009167	0.01851
GO:0009126	0.01851
GO:0009790	0.01881
GO:0032268	0.01882
GO:0010506	0.01883
GO:0007229	0.01883
GO:0009156	0.01887
GO:0046488	0.01910
GO:0045892	0.01923
GO:0050790	0.01925
GO:0051173	0.01926
GO:1903507	0.01996
GO:1902679	0.01996
GO:0048812	0.01996
GO:0022610	0.02005
GO:0007155	0.02005
GO:0048522	0.02040
GO:0046390	0.02127
GO:0009161	0.02127
GO:0035114	0.02152
GO:0048749	0.02152
GO:0030258	0.02203
GO:0007472	0.02203
GO:0046552	0.02245
GO:0042593	0.02245
GO:0046173	0.02245
GO:0060538	0.02245
GO:0051017	0.02245
GO:0016236	0.02313
GO:0050803	0.02313
GO:0071495	0.02347
GO:0010605	0.02375
GO:0000902	0.02376
GO:0009408	0.02413
GO:0007369	0.02413
GO:0009124	0.02443
GO:0010604	0.02537
GO:0006836	0.02561
GO:0031399	0.02605
GO:0007411	0.02614
GO:0048736	0.02614
GO:0051246	0.02732
GO:0006366	0.02737
GO:0048737	0.02762
GO:0002064	0.02762
GO:0031327	0.02767
GO:0010557	0.02783
GO:0048639	0.02803
GO:0014070	0.02803
GO:0048598	0.02854
GO:0032870	0.02885
GO:0097485	0.02923
GO:0031331	0.02960
GO:0009890	0.02990
GO:0061572	0.03002
GO:0007526	0.03002
GO:0006476	0.03002
GO:0006626	0.03002
GO:0009072	0.03002
GO:0008360	0.03002
GO:0006470	0.03086
GO:0031328	0.03094
GO:0035107	0.03110
GO:0007169	0.03110
GO:0009123	0.03110
GO:0017144	0.03194
GO:0045664	0.03276
GO:0010558	0.03291
GO:2000113	0.03291
GO:0032989	0.03319
GO:0110053	0.03400
GO:1901361	0.03554
GO:0006935	0.03619
GO:0051338	0.03619
GO:0001654	0.03691
GO:0043549	0.03702
GO:0032956	0.03702
GO:0051093	0.03702
GO:0009260	0.03718
GO:0035152	0.03721
GO:0048640	0.03721
GO:0001736	0.03721
GO:0050807	0.03760
GO:0008154	0.03883
GO:0006368	0.03892
GO:0031124	0.03892
GO:0035214	0.03892
GO:0035218	0.03892
GO:2000027	0.03892
GO:0042147	0.03892
GO:0032879	0.03927
GO:0001751	0.03979
GO:0030030	0.03994
GO:0009116	0.03996
GO:0009150	0.04013
GO:0150063	0.04059
GO:0042325	0.04066
GO:0003002	0.04066
GO:0032970	0.04164
GO:0009891	0.04253
GO:0048729	0.04254
GO:0006650	0.04334
GO:1901700	0.04389
GO:1903508	0.04434
GO:1902680	0.04434
GO:0051094	0.04477
GO:0030718	0.04511
GO:0007435	0.04511
GO:0022612	0.04511
GO:0007164	0.04511
GO:0051056	0.04511
GO:0048565	0.04511
GO:0006886	0.04601
GO:0010769	0.04669
GO:0009967	0.04759
GO:0010629	0.04797
GO:0007417	0.04807
GO:0007409	0.04871
GO:0055001	0.04916
GO:0055002	0.04916
GO:0009066	0.04916
GO:0072655	0.04916
GO:0006986	0.04916
GO:0120035	0.04981
GO:0009896	0.04981
GO:0031344	0.04981
