TRINITY_DN1015_c0_g1	AD_module_10
TRINITY_DN101898_c0_g1	AD_module_10
TRINITY_DN1021_c0_g3	AD_module_10
TRINITY_DN1028_c0_g1	AD_module_10
TRINITY_DN103034_c0_g1	AD_module_10
TRINITY_DN103_c4_g1	AD_module_10
TRINITY_DN104462_c0_g1	AD_module_10
TRINITY_DN1045_c0_g2	AD_module_10
TRINITY_DN1047_c3_g1	AD_module_10
TRINITY_DN1050_c0_g1	AD_module_10
TRINITY_DN1053_c0_g1	AD_module_10
TRINITY_DN1058_c0_g1	AD_module_10
TRINITY_DN1080_c0_g1	AD_module_10
TRINITY_DN1080_c0_g2	AD_module_10
TRINITY_DN1084_c0_g1	AD_module_10
TRINITY_DN10910_c0_g3	AD_module_10
TRINITY_DN1091_c0_g2	AD_module_10
TRINITY_DN10979_c0_g1	AD_module_10
TRINITY_DN109_c3_g1	AD_module_10
TRINITY_DN1106_c0_g1	AD_module_10
TRINITY_DN1121_c0_g2	AD_module_10
TRINITY_DN1121_c0_g3	AD_module_10
TRINITY_DN11289_c0_g1	AD_module_10
TRINITY_DN11299_c0_g1	AD_module_10
TRINITY_DN11393_c0_g1	AD_module_10
TRINITY_DN113_c0_g1	AD_module_10
TRINITY_DN11462_c0_g2	AD_module_10
TRINITY_DN1147_c0_g1	AD_module_10
TRINITY_DN11515_c0_g2	AD_module_10
TRINITY_DN1157_c0_g1	AD_module_10
TRINITY_DN1157_c1_g1	AD_module_10
TRINITY_DN1171_c0_g1	AD_module_10
TRINITY_DN11773_c1_g1	AD_module_10
TRINITY_DN11773_c1_g3	AD_module_10
TRINITY_DN1177_c0_g1	AD_module_10
TRINITY_DN1178_c1_g1	AD_module_10
TRINITY_DN11793_c0_g1	AD_module_10
TRINITY_DN117_c0_g2	AD_module_10
TRINITY_DN1187_c0_g1	AD_module_10
TRINITY_DN11978_c0_g1	AD_module_10
TRINITY_DN1197_c0_g1	AD_module_10
TRINITY_DN1200_c0_g1	AD_module_10
TRINITY_DN12422_c0_g1	AD_module_10
TRINITY_DN124_c15_g1	AD_module_10
TRINITY_DN124_c1_g1	AD_module_10
TRINITY_DN124_c3_g1	AD_module_10
TRINITY_DN124_c4_g2	AD_module_10
TRINITY_DN1262_c0_g1	AD_module_10
TRINITY_DN1263_c0_g1	AD_module_10
TRINITY_DN12707_c0_g1	AD_module_10
TRINITY_DN1280_c2_g1	AD_module_10
TRINITY_DN12929_c0_g2	AD_module_10
TRINITY_DN12967_c0_g1	AD_module_10
TRINITY_DN1320_c0_g1	AD_module_10
TRINITY_DN13254_c0_g1	AD_module_10
TRINITY_DN1332_c0_g1	AD_module_10
TRINITY_DN133_c0_g1	AD_module_10
TRINITY_DN1347_c0_g1	AD_module_10
TRINITY_DN1347_c0_g2	AD_module_10
TRINITY_DN1367_c0_g1	AD_module_10
TRINITY_DN136_c0_g3	AD_module_10
TRINITY_DN13709_c0_g1	AD_module_10
TRINITY_DN13736_c0_g1	AD_module_10
TRINITY_DN13736_c0_g2	AD_module_10
TRINITY_DN13736_c0_g3	AD_module_10
TRINITY_DN1393_c0_g2	AD_module_10
TRINITY_DN1394_c0_g1	AD_module_10
TRINITY_DN139_c3_g1	AD_module_10
TRINITY_DN14204_c0_g2	AD_module_10
TRINITY_DN14254_c0_g1	AD_module_10
TRINITY_DN1425_c2_g1	AD_module_10
TRINITY_DN143_c0_g1	AD_module_10
TRINITY_DN1440_c0_g1	AD_module_10
TRINITY_DN1444_c0_g1	AD_module_10
TRINITY_DN1444_c0_g2	AD_module_10
TRINITY_DN1453_c0_g2	AD_module_10
TRINITY_DN1459_c0_g1	AD_module_10
TRINITY_DN145_c3_g1	AD_module_10
TRINITY_DN14664_c0_g1	AD_module_10
TRINITY_DN1468_c1_g1	AD_module_10
TRINITY_DN1472_c2_g2	AD_module_10
TRINITY_DN147_c0_g1	AD_module_10
TRINITY_DN1483_c0_g1	AD_module_10
TRINITY_DN1515_c0_g1	AD_module_10
TRINITY_DN151_c0_g1	AD_module_10
TRINITY_DN1524_c0_g1	AD_module_10
TRINITY_DN1542_c1_g2	AD_module_10
TRINITY_DN1545_c0_g1	AD_module_10
TRINITY_DN15526_c0_g1	AD_module_10
TRINITY_DN1552_c0_g1	AD_module_10
TRINITY_DN1558_c0_g2	AD_module_10
TRINITY_DN155_c1_g1	AD_module_10
TRINITY_DN155_c1_g2	AD_module_10
TRINITY_DN1561_c0_g1	AD_module_10
TRINITY_DN1578_c0_g1	AD_module_10
TRINITY_DN1585_c0_g2	AD_module_10
TRINITY_DN1586_c0_g1	AD_module_10
TRINITY_DN1587_c3_g1	AD_module_10
TRINITY_DN1598_c0_g1	AD_module_10
TRINITY_DN15996_c0_g1	AD_module_10
TRINITY_DN1606_c0_g1	AD_module_10
TRINITY_DN160_c1_g1	AD_module_10
TRINITY_DN1610_c0_g1	AD_module_10
TRINITY_DN1626_c0_g2	AD_module_10
TRINITY_DN1646_c8_g1	AD_module_10
TRINITY_DN16528_c0_g1	AD_module_10
TRINITY_DN16667_c0_g1	AD_module_10
TRINITY_DN1673_c0_g1	AD_module_10
TRINITY_DN1673_c0_g2	AD_module_10
TRINITY_DN1698_c2_g3	AD_module_10
TRINITY_DN17268_c0_g1	AD_module_10
TRINITY_DN1732_c0_g1	AD_module_10
TRINITY_DN1769_c0_g1	AD_module_10
TRINITY_DN1788_c0_g1	AD_module_10
TRINITY_DN1790_c0_g1	AD_module_10
TRINITY_DN1806_c0_g3	AD_module_10
TRINITY_DN1813_c0_g1	AD_module_10
TRINITY_DN1834_c0_g2	AD_module_10
TRINITY_DN1843_c0_g2	AD_module_10
TRINITY_DN1846_c3_g1	AD_module_10
TRINITY_DN184_c0_g1	AD_module_10
TRINITY_DN185_c0_g1	AD_module_10
TRINITY_DN1862_c0_g1	AD_module_10
TRINITY_DN1863_c0_g1	AD_module_10
TRINITY_DN1867_c0_g1	AD_module_10
TRINITY_DN1868_c0_g1	AD_module_10
TRINITY_DN1879_c0_g1	AD_module_10
TRINITY_DN1890_c0_g1	AD_module_10
TRINITY_DN1901_c2_g2	AD_module_10
TRINITY_DN1904_c0_g1	AD_module_10
TRINITY_DN1906_c0_g1	AD_module_10
TRINITY_DN19275_c0_g1	AD_module_10
TRINITY_DN1931_c0_g1	AD_module_10
TRINITY_DN1966_c2_g2	AD_module_10
TRINITY_DN196_c0_g1	AD_module_10
TRINITY_DN1975_c0_g1	AD_module_10
TRINITY_DN1976_c2_g4	AD_module_10
TRINITY_DN197_c6_g1	AD_module_10
TRINITY_DN1985_c0_g1	AD_module_10
TRINITY_DN1988_c1_g1	AD_module_10
TRINITY_DN2009_c0_g1	AD_module_10
TRINITY_DN201_c0_g2	AD_module_10
TRINITY_DN2023_c0_g1	AD_module_10
TRINITY_DN2042_c0_g1	AD_module_10
TRINITY_DN2045_c0_g4	AD_module_10
TRINITY_DN2059_c0_g1	AD_module_10
TRINITY_DN2068_c2_g1	AD_module_10
TRINITY_DN206_c0_g1	AD_module_10
TRINITY_DN2094_c0_g2	AD_module_10
TRINITY_DN2109_c0_g5	AD_module_10
TRINITY_DN2126_c0_g1	AD_module_10
TRINITY_DN2143_c0_g1	AD_module_10
TRINITY_DN2191_c0_g1	AD_module_10
TRINITY_DN2208_c1_g1	AD_module_10
TRINITY_DN2231_c0_g1	AD_module_10
TRINITY_DN2271_c0_g2	AD_module_10
TRINITY_DN2273_c1_g1	AD_module_10
TRINITY_DN228_c0_g1	AD_module_10
TRINITY_DN2294_c0_g1	AD_module_10
TRINITY_DN2294_c1_g1	AD_module_10
TRINITY_DN2299_c0_g1	AD_module_10
TRINITY_DN22_c0_g1	AD_module_10
TRINITY_DN2313_c0_g1	AD_module_10
TRINITY_DN23232_c0_g1	AD_module_10
TRINITY_DN236_c7_g1	AD_module_10
TRINITY_DN2371_c0_g1	AD_module_10
TRINITY_DN2371_c0_g2	AD_module_10
TRINITY_DN2381_c0_g1	AD_module_10
TRINITY_DN2389_c0_g1	AD_module_10
TRINITY_DN2405_c0_g1	AD_module_10
TRINITY_DN2407_c0_g1	AD_module_10
TRINITY_DN2441_c0_g2	AD_module_10
TRINITY_DN2441_c0_g3	AD_module_10
TRINITY_DN2482_c0_g1	AD_module_10
TRINITY_DN24908_c0_g2	AD_module_10
TRINITY_DN250_c0_g1	AD_module_10
TRINITY_DN2514_c1_g3	AD_module_10
TRINITY_DN2540_c0_g1	AD_module_10
TRINITY_DN256_c4_g1	AD_module_10
TRINITY_DN2571_c0_g1	AD_module_10
TRINITY_DN2571_c0_g2	AD_module_10
TRINITY_DN25728_c0_g1	AD_module_10
TRINITY_DN2591_c1_g2	AD_module_10
TRINITY_DN2618_c0_g1	AD_module_10
TRINITY_DN2619_c0_g1	AD_module_10
TRINITY_DN2633_c0_g4	AD_module_10
TRINITY_DN263_c4_g1	AD_module_10
TRINITY_DN2648_c0_g1	AD_module_10
TRINITY_DN26637_c0_g1	AD_module_10
TRINITY_DN2699_c0_g2	AD_module_10
TRINITY_DN2709_c0_g1	AD_module_10
TRINITY_DN2715_c2_g2	AD_module_10
TRINITY_DN2715_c5_g1	AD_module_10
TRINITY_DN2722_c0_g1	AD_module_10
TRINITY_DN2742_c0_g1	AD_module_10
TRINITY_DN2769_c0_g1	AD_module_10
TRINITY_DN2787_c0_g4	AD_module_10
TRINITY_DN2788_c0_g2	AD_module_10
TRINITY_DN2845_c0_g1	AD_module_10
TRINITY_DN2851_c0_g1	AD_module_10
TRINITY_DN2853_c1_g1	AD_module_10
TRINITY_DN2892_c0_g1	AD_module_10
TRINITY_DN2898_c0_g3	AD_module_10
TRINITY_DN2899_c0_g1	AD_module_10
TRINITY_DN2905_c0_g2	AD_module_10
TRINITY_DN2921_c0_g1	AD_module_10
TRINITY_DN2944_c0_g5	AD_module_10
TRINITY_DN2951_c0_g1	AD_module_10
